error_angle_deg
nan
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
nan
0
0
0
nan
0
0
5.279665053592958
0
0
0
nan
0
0
0
0
0
0
0
0
0
0
0
0
0
5.435361027884325
0
0
0
0
0
0
0
0
0
0
0
nan
0
0
4.913317576320082
0
0
nan
nan
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
nan
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.7756561693989985
0
0
0
0
0
nan
0
0
0
0
0
0
0
0
0
0
0
0
0
nan
0
0
0
-6.2236565027662305
nan
-9.378348954684437
0
nan
-4.698621374580291
-7.148052151084332
-8.163568647891825
0
0
0
0
nan
nan
0
-8.338849179653344
0
-7.466749920995727
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
nan
13.532456631434975
17.63446107665898
0
0
0
0
0
0
0
0
0
9.001755122561319
0
0
4.8724506908454535
7.101894566656909
0
7.447416850195147
0
0
0
0
0
0
4.809674712031758
0
0
-7.01088148092093
0
0
5.860827547735973
6.632514615138472
0
0
0
0
0
0
5.276679467819494
