error_angle_deg
0
0
0
0
-12.708699675379432
0
-7.358399088753715
0
0
0
0
-4.8724506908454535
-4.888400948124761
0
0
0
0
0
0
-6.850108680740022
0
0
0
0
0
0
0
5.6383184618475015
-3.7173822548639044
0
0
-3.8813760322094604
0
0
0
0
0
0
0
0
nan
0
0
0
0
0
0
0
0
0
0
0
0
5.568548359845482
nan
0
0
5.774877324264236
5.959471228071602
0
0
9.323606862549981
0
5.683675809886729
0
11.156917882312984
nan
12.924757610519547
0
5.981576341421382
0
5.376435213836372
9.904768808095175
0
11.27421215472742
6.018595285101104
nan
7.629667476518453
0
4.722277764447038
-14.581468369319941
nan
-4.920616036364012
0
6.820254438480704
6.2360555837447755
0
0
0
0
0
0
0
0
nan
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.748492093111732
nan
0
0
0
0
-6.478829467443353
-8.583589957095791
-7.988716802080649
-11.803285893589246
-14.728336169041404
0
-11.505800133552896
nan
-15.918066127473974
nan
-13.769939063476437
-11.791515529419168
-17.410540465042292
-14.535007585374666
-9.81164631700644
-20.320296473722152
-12.870873530160202
-11.861917844402686
-7.538450040828086
-7.619864948040408
0
0
0
0
-6.133195270994086
0
0
0
-8.614272068071651
0
0
-5.7120790917795645
nan
0
nan
-12.030860259842978
0
0
0
0
20.73026218023664
27.741045707095918
11.41934503264779
14.170530205274265
16.471950603724817
11.12617499144933
8.84593093201539
20.095231191904816
0
5.635940698293459
0
0
10.222168633636107
0
nan
0
0
0
4.920616036363986
0
5.092115124498951
0
0
7.171712165387075
-5.297048104596798
4.809674712031758
0
5.599339336520562
nan
0
7.358399088753715
0
0
nan
0
9.833563964207102
8.841814560191663
5.423218596773348
6.916837202186349
0
